"no_reg","pilihan"
"241002749","Website infopmb.itpln.ac.id"
"241002751","Teman "
"241002751","Website infopmb.itpln.ac.id"
"241002752","Teman "
"241002752","Website infopmb.itpln.ac.id"
"241002753","Jejaring Sosial"
"241002754","Jejaring Sosial"
"241002754","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002754","Website infopmb.itpln.ac.id"
"241002755","Guru / Sekolah"
"241002755","Jejaring Sosial"
"241002756","Jejaring Sosial"
"241002756","Teman "
"241002756","Website infopmb.itpln.ac.id"
"241002757","Jejaring Sosial"
"241002758","Teman "
"241002760","Jejaring Sosial"
"241002760","Website infopmb.itpln.ac.id"
"241002761","Teman "
"241002761","Website infopmb.itpln.ac.id"
"241002763","Website infopmb.itpln.ac.id"
"241002765","Website infopmb.itpln.ac.id"
"241002766","Jejaring Sosial"
"241002767","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002769","Website infopmb.itpln.ac.id"
"241002769","Teman "
"241002769","Jejaring Sosial"
"241002771","Website infopmb.itpln.ac.id"
"241002772","Jejaring Sosial"
"241002774","Website infopmb.itpln.ac.id"
"241002775","Guru / Sekolah"
"241002777","Teman "
"241002778","Teman "
"241002780","Website infopmb.itpln.ac.id"
"241002783","Guru / Sekolah"
"241002786","Jejaring Sosial"
"241002786","Teman "
"241002786","Website Lain"
"241002786","Website infopmb.itpln.ac.id"
"241002787","Jejaring Sosial"
"241002789","Media Elektronik (Televisi, Radio)"
"241002790","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002791","Guru / Sekolah"
"241002791","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002791","Website infopmb.itpln.ac.id"
"241002794","Website infopmb.itpln.ac.id"
"241002794","Jejaring Sosial"
"241002794","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002795","Guru / Sekolah"
"241002803","Website infopmb.itpln.ac.id"
"241002807","Jejaring Sosial"
"241002808","Website Lain"
"241002808","Jejaring Sosial"
"241002809","Jejaring Sosial"
"241002810","Guru / Sekolah"
"241002811","Teman "
"241002814","Website infopmb.itpln.ac.id"
"241002816","Website infopmb.itpln.ac.id"
"241002817","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002817","Website infopmb.itpln.ac.id"
"241002817","Media Elektronik (Televisi, Radio)"
"241002817","Jejaring Sosial"
"241002817","Teman "
"241002820","Jejaring Sosial"
"241002820","Website infopmb.itpln.ac.id"
"241002821","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002821","Jejaring Sosial"
"241002822","Jejaring Sosial"
"241002826","Guru / Sekolah"
"241002826","Website infopmb.itpln.ac.id"
"241002827","Website infopmb.itpln.ac.id"
"241002829","Website infopmb.itpln.ac.id"
"241002830","Jejaring Sosial"
"241002832","Website infopmb.itpln.ac.id"
"241002833","Jejaring Sosial"
"241002833","Teman "
"241002836","Jejaring Sosial"
"241002836","Website Lain"
"241002836","Website infopmb.itpln.ac.id"
"241002838","Jejaring Sosial"
"241002839","Jejaring Sosial"
"241002840","Website infopmb.itpln.ac.id"
"241002841","Teman "
"241002842","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002842","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002845","Guru / Sekolah"
"241002847","Guru / Sekolah"
"241002849","Website infopmb.itpln.ac.id"
"241002850","Website infopmb.itpln.ac.id"
"241002852","Guru / Sekolah"
"241002860","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002861","Jejaring Sosial"
"241002862","Teman "
"241002864","Website infopmb.itpln.ac.id"
"241002865","Guru / Sekolah"
"241002868","Teman "
"241002872","Website infopmb.itpln.ac.id"
"241002872","Jejaring Sosial"
"241002874","Jejaring Sosial"
"241002876","Website infopmb.itpln.ac.id"
"241002876","Website Lain"
"241002877","Website infopmb.itpln.ac.id"
"241002878","Website infopmb.itpln.ac.id"
"241002878","Website Lain"
"241002878","Teman "
"241002878","Jejaring Sosial"
"241002879","Jejaring Sosial"
"241002882","Teman "
"241002883","Website infopmb.itpln.ac.id"
"241002883","Teman "
"241002883","Jejaring Sosial"
"241002885","Jejaring Sosial"
"241002885","Website infopmb.itpln.ac.id"
"241002890","Teman "
"241002891","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002892","Teman "
"241002892","Jejaring Sosial"
"241002893","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002896","Teman "
"241002898","Teman "
"241002899","Website Lain"
"241002900","Guru / Sekolah"
"241002901","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002904","Website infopmb.itpln.ac.id"
"241002905","Teman "
"241002906","Jejaring Sosial"
"241002909","Guru / Sekolah"
"241002910","Jejaring Sosial"
"241002911","Guru / Sekolah"
"241002912","Jejaring Sosial"
"241002912","Teman "
"241002912","Website infopmb.itpln.ac.id"
"241002915","Teman "
"241002916","Teman "
"241002916","Media Elektronik (Televisi, Radio)"
"241002916","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002917","Jejaring Sosial"
"241002917","Email / SMS Broadcast"
"241002919","Jejaring Sosial"
"241002920","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002920","Media Elektronik (Televisi, Radio)"
"241002923","Teman "
"241002925","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002925","Website infopmb.itpln.ac.id"
"241002926","Guru / Sekolah"
"241002927","Jejaring Sosial"
"241002928","Jejaring Sosial"
"241002930","Teman "
"241002930","Jejaring Sosial"
"241002931","Jejaring Sosial"
"241002932","Website infopmb.itpln.ac.id"
"241002933","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002934","Website infopmb.itpln.ac.id"
"241002935","Guru / Sekolah"
"241002935","Website infopmb.itpln.ac.id"
"241002938","Website infopmb.itpln.ac.id"
"241002941","Guru / Sekolah"
"241002942","Jejaring Sosial"
"241002942","Guru / Sekolah"
"241002943","Jejaring Sosial"
"241002944","Website Lain"
"241002945","Website infopmb.itpln.ac.id"
"241002946","Teman "
"241002947","Teman "
"241002947","Website infopmb.itpln.ac.id"
"241002952","Forum Diskusi Online"
"241002952","Guru / Sekolah"
"241002952","Website Lain"
"241002952","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002952","Website infopmb.itpln.ac.id"
"241002953","Website infopmb.itpln.ac.id"
"241002953","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002953","Media Elektronik (Televisi, Radio)"
"241002954","Website infopmb.itpln.ac.id"
"241002955","Jejaring Sosial"
"241002956","Website Lain"
"241002957","Teman "
"241002959","Website infopmb.itpln.ac.id"
"241002959","Jejaring Sosial"
"241002959","Media Elektronik (Televisi, Radio)"
"241002959","Guru / Sekolah"
"241002964","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002964","Website infopmb.itpln.ac.id"
"241002966","Jejaring Sosial"
"241002969","Website Lain"
"241002970","Website Lain"
"241002970","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002970","Website infopmb.itpln.ac.id"
"241002973","Teman "
"241002973","Website infopmb.itpln.ac.id"
"241002974","Guru / Sekolah"
"241002976","Website Lain"
"241002976","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002977","Media Elektronik (Televisi, Radio)"
"241002977","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241002979","Jejaring Sosial"
"241002979","Guru / Sekolah"
"241002979","Website infopmb.itpln.ac.id"
"241002982","Teman "
"241002985","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002989","Media Cetak (Surat Kabar, Koran, Majalah)"
"241002991","Guru / Sekolah"
"241002991","Jejaring Sosial"
"241002992","Teman "
"241002993","Website Lain"
"241002994","Teman "
"241002995","Forum Diskusi Online"
"241002995","Website infopmb.itpln.ac.id"
"241002996","Website infopmb.itpln.ac.id"
"241002997","Jejaring Sosial"
"241002997","Teman "
"241002998","Teman "
"241002998","Media Elektronik (Televisi, Radio)"
"241002999","Website infopmb.itpln.ac.id"
"241002999","Jejaring Sosial"
"241002999","Website Lain"
"241003000","Website infopmb.itpln.ac.id"
"241003001","Jejaring Sosial"
"241003002","Website Lain"
"241003005","Guru / Sekolah"
"241003006","Website infopmb.itpln.ac.id"
"241003009","Website infopmb.itpln.ac.id"
"241003009","Website Lain"
"241003010","Media Elektronik (Televisi, Radio)"
"241003010","Website infopmb.itpln.ac.id"
"241003012","Guru / Sekolah"
"241003015","Media Elektronik (Televisi, Radio)"
"241003016","Guru / Sekolah"
"241003017","Jejaring Sosial"
"241003017","Website Lain"
"241003018","Teman "
"241003019","Website Lain"
"241003021","Website infopmb.itpln.ac.id"
"241003022","Jejaring Sosial"
"241003022","Teman "
"241003022","Media Elektronik (Televisi, Radio)"
"241003022","Website Lain"
"241003023","Website infopmb.itpln.ac.id"
"241003025","Jejaring Sosial"
"241003026","Jejaring Sosial"
"241003026","Website infopmb.itpln.ac.id"
"241003027","Jejaring Sosial"
"241003028","Teman "
"241003030","Teman "
"241003031","Website infopmb.itpln.ac.id"
"241003032","Website infopmb.itpln.ac.id"
"241003033","Website infopmb.itpln.ac.id"
"241003036","Teman "
"241003040","Jejaring Sosial"
"241003042","Website infopmb.itpln.ac.id"
"241003043","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003045","Guru / Sekolah"
"241003046","Guru / Sekolah"
"241003049","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003049","Media Elektronik (Televisi, Radio)"
"241003049","Teman "
"241003049","Guru / Sekolah"
"241003050","Website infopmb.itpln.ac.id"
"241003051","Jejaring Sosial"
"241003051","Teman "
"241003053","Jejaring Sosial"
"241003053","Website infopmb.itpln.ac.id"
"241003055","Website Lain"
"241003055","Website infopmb.itpln.ac.id"
"241003056","Teman "
"241003056","Media Elektronik (Televisi, Radio)"
"241003057","Jejaring Sosial"
"241003058","Website infopmb.itpln.ac.id"
"241003058","Guru / Sekolah"
"241003058","Jejaring Sosial"
"241003060","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003061","Website infopmb.itpln.ac.id"
"241003066","Email / SMS Broadcast"
"241003066","Website infopmb.itpln.ac.id"
"241003068","Website infopmb.itpln.ac.id"
"241003069","Jejaring Sosial"
"241003071","Website infopmb.itpln.ac.id"
"241003072","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003072","Website infopmb.itpln.ac.id"
"241003073","Website infopmb.itpln.ac.id"
"241003073","Jejaring Sosial"
"241003076","Jejaring Sosial"
"241003084","Website infopmb.itpln.ac.id"
"241003087","Jejaring Sosial"
"241003088","Guru / Sekolah"
"241003090","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003090","Jejaring Sosial"
"241003090","Website infopmb.itpln.ac.id"
"241003092","Website infopmb.itpln.ac.id"
"241003093","Website infopmb.itpln.ac.id"
"241003099","Website infopmb.itpln.ac.id"
"241003103","Forum Diskusi Online"
"241003105","Jejaring Sosial"
"241003107","Teman "
"241003110","Jejaring Sosial"
"241003110","Website infopmb.itpln.ac.id"
"241003110","Website Lain"
"241003111","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003111","Forum Diskusi Online"
"241003111","Jejaring Sosial"
"241003114","Website infopmb.itpln.ac.id"
"241003115","Jejaring Sosial"
"241003116","Teman "
"241003117","Teman "
"241003117","Website infopmb.itpln.ac.id"
"241003122","Jejaring Sosial"
"241003124","Teman "
"241003124","Website infopmb.itpln.ac.id"
"241003129","Jejaring Sosial"
"241003131","Website infopmb.itpln.ac.id"
"241003133","Jejaring Sosial"
"241003136","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003137","Jejaring Sosial"
"241003138","Guru / Sekolah"
"241003140","Jejaring Sosial"
"241003144","Teman "
"241003146","Teman "
"241003147","Jejaring Sosial"
"241003150","Teman "
"241003152","Website infopmb.itpln.ac.id"
"241003155","Jejaring Sosial"
"241003157","Website infopmb.itpln.ac.id"
"241003158","Guru / Sekolah"
"241003158","Jejaring Sosial"
"241003158","Teman "
"241003160","Website infopmb.itpln.ac.id"
"241003162","Website infopmb.itpln.ac.id"
"241003164","Jejaring Sosial"
"241003164","Website Lain"
"241003164","Forum Diskusi Online"
"241003164","Website infopmb.itpln.ac.id"
"241003165","Website Lain"
"241003165","Website infopmb.itpln.ac.id"
"241003165","Jejaring Sosial"
"241003166","Jejaring Sosial"
"241003169","Guru / Sekolah"
"241003172","Website infopmb.itpln.ac.id"
"241003173","Jejaring Sosial"
"241003176","Teman "
"241003178","Website infopmb.itpln.ac.id"
"241003179","Website infopmb.itpln.ac.id"
"241003179","Jejaring Sosial"
"241003180","Jejaring Sosial"
"241003180","Website Lain"
"241003180","Website infopmb.itpln.ac.id"
"241003182","Guru / Sekolah"
"241003182","Teman "
"241003183","Website infopmb.itpln.ac.id"
"241003184","Website infopmb.itpln.ac.id"
"241003187","Website infopmb.itpln.ac.id"
"241003187","Jejaring Sosial"
"241003191","Website infopmb.itpln.ac.id"
"241003192","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003193","Jejaring Sosial"
"241003193","Website infopmb.itpln.ac.id"
"241003197","Website infopmb.itpln.ac.id"
"241003198","Website infopmb.itpln.ac.id"
"241003201","Website infopmb.itpln.ac.id"
"241003201","Jejaring Sosial"
"241003205","Website infopmb.itpln.ac.id"
"241003205","Jejaring Sosial"
"241003206","Website infopmb.itpln.ac.id"
"241003210","Teman "
"241003213","Website infopmb.itpln.ac.id"
"241003216","Media Elektronik (Televisi, Radio)"
"241003217","Website infopmb.itpln.ac.id"
"241003218","Jejaring Sosial"
"241003218","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003226","Jejaring Sosial"
"241003234","Jejaring Sosial"
"241003234","Website Lain"
"241003234","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003235","Jejaring Sosial"
"241003237","Guru / Sekolah"
"241003238","Teman "
"241003240","Jejaring Sosial"
"241003240","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003242","Jejaring Sosial"
"241003244","Teman "
"241003246","Teman "
"241003247","Guru / Sekolah"
"241003249","Website Lain"
"241003250","Website infopmb.itpln.ac.id"
"241003252","Website infopmb.itpln.ac.id"
"241003257","Teman "
"241003260","Teman "
"241003261","Jejaring Sosial"
"241003261","Website infopmb.itpln.ac.id"
"241003265","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003267","Guru / Sekolah"
"241003268","Teman "
"241003269","Jejaring Sosial"
"241003269","Website infopmb.itpln.ac.id"
"241003270","Teman "
"241003272","Website infopmb.itpln.ac.id"
"241003272","Jejaring Sosial"
"241003275","Teman "
"241003276","Jejaring Sosial"
"241003281","Website Lain"
"241003282","Website Lain"
"241003283","Website infopmb.itpln.ac.id"
"241003284","Guru / Sekolah"
"241003288","Teman "
"241003288","Jejaring Sosial"
"241003289","Jejaring Sosial"
"241003292","Teman "
"241003296","Jejaring Sosial"
"241003297","Guru / Sekolah"
"241003297","Teman "
"241003298","Teman "
"241003298","Website Lain"
"241003298","Website infopmb.itpln.ac.id"
"241003300","Website Lain"
"241003301","Website infopmb.itpln.ac.id"
"241003302","Jejaring Sosial"
"241003303","Media Elektronik (Televisi, Radio)"
"241003304","Website infopmb.itpln.ac.id"
"241003305","Website infopmb.itpln.ac.id"
"241003305","Guru / Sekolah"
"241003305","Jejaring Sosial"
"241003306","Teman "
"241003307","Jejaring Sosial"
"241003309","Jejaring Sosial"
"241003312","Jejaring Sosial"
"241003315","Teman "
"241003315","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003316","Jejaring Sosial"
"241003320","Jejaring Sosial"
"241003322","Guru / Sekolah"
"241003323","Guru / Sekolah"
"241003323","Jejaring Sosial"
"241003324","Media Elektronik (Televisi, Radio)"
"241003324","Jejaring Sosial"
"241003324","Website infopmb.itpln.ac.id"
"241003325","Website infopmb.itpln.ac.id"
"241003325","Teman "
"241003327","Website infopmb.itpln.ac.id"
"241003329","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003329","Website Lain"
"241003331","Forum Diskusi Online"
"241003331","Teman "
"241003331","Jejaring Sosial"
"241003331","Website infopmb.itpln.ac.id"
"241003333","Jejaring Sosial"
"241003334","Jejaring Sosial"
"241003335","Jejaring Sosial"
"241003336","Jejaring Sosial"
"241003337","Teman "
"241003337","Jejaring Sosial"
"241003338","Jejaring Sosial"
"241003338","Media Elektronik (Televisi, Radio)"
"241003340","Guru / Sekolah"
"241003342","Guru / Sekolah"
"241003344","Website infopmb.itpln.ac.id"
"241003345","Jejaring Sosial"
"241003345","Forum Diskusi Online"
"241003345","Website infopmb.itpln.ac.id"
"241003346","Teman "
"241003348","Jejaring Sosial"
"241003348","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003349","Website Lain"
"241003351","Jejaring Sosial"
"241003352","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003354","Teman "
"241003355","Website infopmb.itpln.ac.id"
"241003355","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003357","Jejaring Sosial"
"241003359","Jejaring Sosial"
"241003361","Teman "
"241003363","Website infopmb.itpln.ac.id"
"241003363","Teman "
"241003364","Teman "
"241003366","Website infopmb.itpln.ac.id"
"241003367","Teman "
"241003368","Jejaring Sosial"
"241003369","Jejaring Sosial"
"241003373","Guru / Sekolah"
"241003374","Jejaring Sosial"
"241003375","Guru / Sekolah"
"241003376","Guru / Sekolah"
"241003377","Jejaring Sosial"
"241003377","Guru / Sekolah"
"241003378","Website infopmb.itpln.ac.id"
"241003378","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003380","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003381","Website infopmb.itpln.ac.id"
"241003381","Guru / Sekolah"
"241003382","Jejaring Sosial"
"241003382","Website infopmb.itpln.ac.id"
"241003383","Website infopmb.itpln.ac.id"
"241003383","Jejaring Sosial"
"241003384","Teman "
"241003386","Teman "
"241003386","Website Lain"
"241003386","Website infopmb.itpln.ac.id"
"241003388","Website infopmb.itpln.ac.id"
"241003393","Jejaring Sosial"
"241003396","Guru / Sekolah"
"241003401","Website infopmb.itpln.ac.id"
"241003403","Website Lain"
"241003407","Website infopmb.itpln.ac.id"
"241003407","Jejaring Sosial"
"241003408","Jejaring Sosial"
"241003409","Teman "
"241003411","Website infopmb.itpln.ac.id"
"241003413","Jejaring Sosial"
"241003414","Website infopmb.itpln.ac.id"
"241003416","Website infopmb.itpln.ac.id"
"241003416","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003416","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003416","Teman "
"241003417","Teman "
"241003417","Jejaring Sosial"
"241003419","Guru / Sekolah"
"241003421","Website infopmb.itpln.ac.id"
"241003421","Guru / Sekolah"
"241003424","Website infopmb.itpln.ac.id"
"241003429","Jejaring Sosial"
"241003429","Website infopmb.itpln.ac.id"
"241003430","Teman "
"241003432","Guru / Sekolah"
"241003436","Jejaring Sosial"
"241003437","Jejaring Sosial"
"241003440","Jejaring Sosial"
"241003440","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003441","Guru / Sekolah"
"241003442","Guru / Sekolah"
"241003446","Guru / Sekolah"
"241003446","Teman "
"241003446","Jejaring Sosial"
"241003446","Website Lain"
"241003446","Media Elektronik (Televisi, Radio)"
"241003448","Teman "
"241003448","Website infopmb.itpln.ac.id"
"241003448","Jejaring Sosial"
"241003449","Spanduk"
"241003449","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003449","Guru / Sekolah"
"241003449","Media Elektronik (Televisi, Radio)"
"241003450","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003450","Teman "
"241003451","Jejaring Sosial"
"241003451","Website Lain"
"241003451","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003456","Website infopmb.itpln.ac.id"
"241003459","Guru / Sekolah"
"241003459","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003459","Teman "
"241003460","Website infopmb.itpln.ac.id"
"241003461","Teman "
"241003461","Website infopmb.itpln.ac.id"
"241003463","Guru / Sekolah"
"241003464","Teman "
"241003466","Jejaring Sosial"
"241003466","Website infopmb.itpln.ac.id"
"241003467","Website infopmb.itpln.ac.id"
"241003468","Guru / Sekolah"
"241003469","Jejaring Sosial"
"241003469","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003469","Website infopmb.itpln.ac.id"
"241003469","Teman "
"241003469","Guru / Sekolah"
"241003470","Website infopmb.itpln.ac.id"
"241003474","Teman "
"241003479","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003479","Teman "
"241003482","Website infopmb.itpln.ac.id"
"241003483","Teman "
"241003483","Jejaring Sosial"
"241003484","Email / SMS Broadcast"
"241003484","Website infopmb.itpln.ac.id"
"241003485","HIMDA"
"241003485","Jejaring Sosial"
"241003485","Teman "
"241003486","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003486","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003486","Guru / Sekolah"
"241003486","Website infopmb.itpln.ac.id"
"241003488","Jejaring Sosial"
"241003490","Website infopmb.itpln.ac.id"
"241003492","Website infopmb.itpln.ac.id"
"241003493","Teman "
"241003496","Teman "
"241003497","Teman "
"241003498","Website infopmb.itpln.ac.id"
"241003498","Website Lain"
"241003498","Teman "
"241003499","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003500","Website infopmb.itpln.ac.id"
"241003502","Website infopmb.itpln.ac.id"
"241003502","Jejaring Sosial"
"241003505","Website infopmb.itpln.ac.id"
"241003505","Guru / Sekolah"
"241003508","Website infopmb.itpln.ac.id"
"241003512","Guru / Sekolah"
"241003514","Website infopmb.itpln.ac.id"
"241003516","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003516","Email / SMS Broadcast"
"241003517","Guru / Sekolah"
"241003518","Website infopmb.itpln.ac.id"
"241003524","Jejaring Sosial"
"241003526","Jejaring Sosial"
"241003530","Jejaring Sosial"
"241003531","Website infopmb.itpln.ac.id"
"241003531","Teman "
"241003532","Website infopmb.itpln.ac.id"
"241003533","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003535","Guru / Sekolah"
"241003536","HIMDA"
"241003537","Email / SMS Broadcast"
"241003543","Jejaring Sosial"
"241003543","Spanduk"
"241003543","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003543","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003543","Website infopmb.itpln.ac.id"
"241003543","Guru / Sekolah"
"241003543","Media Elektronik (Televisi, Radio)"
"241003543","Teman "
"241003545","Teman "
"241003546","Jejaring Sosial"
"241003546","Website infopmb.itpln.ac.id"
"241003546","Media Elektronik (Televisi, Radio)"
"241003548","Guru / Sekolah"
"241003550","Teman "
"241003550","Jejaring Sosial"
"241003551","Guru / Sekolah"
"241003552","Teman "
"241003555","Teman "
"241003557","Website infopmb.itpln.ac.id"
"241003557","Website Lain"
"241003557","Teman "
"241003559","Website infopmb.itpln.ac.id"
"241003562","Website infopmb.itpln.ac.id"
"241003565","Website infopmb.itpln.ac.id"
"241003567","Jejaring Sosial"
"241003567","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003567","Website infopmb.itpln.ac.id"
"241003567","Media Elektronik (Televisi, Radio)"
"241003568","Website infopmb.itpln.ac.id"
"241003569","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003570","Jejaring Sosial"
"241003570","Guru / Sekolah"
"241003570","Website Lain"
"241003570","Forum Diskusi Online"
"241003570","Website infopmb.itpln.ac.id"
"241003570","Teman "
"241003571","Website infopmb.itpln.ac.id"
"241003573","Jejaring Sosial"
"241003574","Website infopmb.itpln.ac.id"
"241003574","Media Elektronik (Televisi, Radio)"
"241003574","Website Lain"
"241003576","Website infopmb.itpln.ac.id"
"241003577","Jejaring Sosial"
"241003580","Teman "
"241003580","Jejaring Sosial"
"241003581","Jejaring Sosial"
"241003581","Website infopmb.itpln.ac.id"
"241003586","Website infopmb.itpln.ac.id"
"241003587","Teman "
"241003588","Teman "
"241003589","Guru / Sekolah"
"241003589","Website infopmb.itpln.ac.id"
"241003591","Website infopmb.itpln.ac.id"
"241003592","Teman "
"241003592","Guru / Sekolah"
"241003594","Jejaring Sosial"
"241003594","Teman "
"241003596","Teman "
"241003596","Website infopmb.itpln.ac.id"
"241003600","Media Elektronik (Televisi, Radio)"
"241003601","Teman "
"241003602","Email / SMS Broadcast"
"241003608","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003610","Teman "
"241003611","Jejaring Sosial"
"241003613","Teman "
"241003614","Website infopmb.itpln.ac.id"
"241003615","Website infopmb.itpln.ac.id"
"241003615","Website Lain"
"241003615","Jejaring Sosial"
"241003617","Website Lain"
"241003617","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003617","Website infopmb.itpln.ac.id"
"241003617","Jejaring Sosial"
"241003621","Teman "
"241003622","Jejaring Sosial"
"241003622","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003623","Website infopmb.itpln.ac.id"
"241003623","Teman "
"241003623","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003623","Media Elektronik (Televisi, Radio)"
"241003624","Guru / Sekolah"
"241003626","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003627","Teman "
"241003629","Website infopmb.itpln.ac.id"
"241003629","Website Lain"
"241003629","Email / SMS Broadcast"
"241003631","Teman "
"241003632","Jejaring Sosial"
"241003632","Website Lain"
"241003632","Website infopmb.itpln.ac.id"
"241003633","Website infopmb.itpln.ac.id"
"241003635","Jejaring Sosial"
"241003635","Teman "
"241003637","Jejaring Sosial"
"241003638","Teman "
"241003640","Teman "
"241003645","Forum Diskusi Online"
"241003646","Website infopmb.itpln.ac.id"
"241003647","Teman "
"241003650","Website infopmb.itpln.ac.id"
"241003651","Website infopmb.itpln.ac.id"
"241003658","Teman "
"241003658","Website infopmb.itpln.ac.id"
"241003659","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003659","Website Lain"
"241003661","Teman "
"241003662","Jejaring Sosial"
"241003665","Website infopmb.itpln.ac.id"
"241003666","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003666","Jejaring Sosial"
"241003666","Guru / Sekolah"
"241003667","Teman "
"241003668","Website infopmb.itpln.ac.id"
"241003668","Teman "
"241003668","Jejaring Sosial"
"241003672","Media Cetak (Surat Kabar, Koran, Majalah)"
"241003675","Website infopmb.itpln.ac.id"
"241003676","Website infopmb.itpln.ac.id"
"241003676","Media Elektronik (Televisi, Radio)"
"241003678","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003680","Guru / Sekolah"
"241003680","Teman "
"241003680","Jejaring Sosial"
"241003681","Teman "
"241003681","Website infopmb.itpln.ac.id"
"241003682","Website infopmb.itpln.ac.id"
"241003682","Jejaring Sosial"
"241003683","Jejaring Sosial"
"241003684","Website infopmb.itpln.ac.id"
"241003684","Teman "
"241003684","Jejaring Sosial"
"241003685","Guru / Sekolah"
"241003686","Guru / Sekolah"
"241003687","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003688","Website infopmb.itpln.ac.id"
"241003689","Website infopmb.itpln.ac.id"
"241003690","Jejaring Sosial"
"241003690","Website infopmb.itpln.ac.id"
"241003692","Jejaring Sosial"
"241003694","Website infopmb.itpln.ac.id"
"241003694","Guru / Sekolah"
"241003694","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003695","Guru / Sekolah"
"241003698","Teman "
"241003700","Teman "
"241003702","Teman "
"241003704","Teman "
"241003704","Website infopmb.itpln.ac.id"
"241003704","Jejaring Sosial"
"241003706","Jejaring Sosial"
"241003706","Teman "
"241003707","Forum Diskusi Online"
"241003708","Jejaring Sosial"
"241003708","Media Promosi Cetak (Poster, Flyer, Brosur)"
"241003709","Guru / Sekolah"
"241003710","Website infopmb.itpln.ac.id"
"241003711","Guru / Sekolah"
"241003712","Jejaring Sosial"
"241003713","Guru / Sekolah"
"241003713","Jejaring Sosial"
"241003716","Forum Diskusi Online"
"241003718","Jejaring Sosial"
